Date,VisitorArrivals,FXAgainstChina,CovidCases,CovidDeaths,FSI,GDPPerCap,GDP,Population,HotelsCount,RoomsCount,TravelPolicy,Temperature,Precipitation,GlobalCovidTrend,ChinaConfinementPolicy,ChinaMovementPolicy,ChinaGDPPerCap,ChinaGDP,Latitude,Longitude,DistFromChina,Country,GDPRatioChina,GDPPerCapRatioChina,GDPGrowthDiffChina,GDPPerCapGrowthDiffChina
1989-01-01,,0.267982,0.0,0.0,44.00570870395316,40274.0,10057555844537.0,249725809.0,,,0.0,-3.2,54.6,0.0,0.0,0.0,1512.0,1751429011497.0,37.09024,-95.712891,11671.172680808118,USA,5.742485580926,26.636243386243383,6.61359552846514,7.360127955814613
1989-02-01,,0.267937,0.0,0.0,44.00570870395316,40287.583333333336,10069007289942.0,249925351.0,,,0.0,-3.4,48.5,0.0,0.0,0.0,1504.6666666666667,1745123291812.8333,37.09024,-95.712891,11671.172680808118,USA,5.770927564918208,26.782953909299884,6.536354540177415,7.265520079158176
1989-03-01,,0.267996,0.0,0.0,44.00570870395316,40301.16666666666,10080458735347.0,250124892.0,,,0.0,2.5,64.4,0.0,0.0,0.0,1497.3333333333333,1738817572128.6667,37.09024,-95.712891,11671.172680808118,USA,5.799369548910415,26.92966443235638,6.459113551889689,7.170912202501739
1989-04-01,,0.267996,0.0,0.0,44.00570870395316,40314.75,10091910180752.0,250324434.0,,,0.0,9.0,44.3,0.0,0.0,0.0,1490.0,1732511852444.5,37.09024,-95.712891,11671.172680808118,USA,5.827811532902622,27.07637495541288,6.381872563601964,7.076304325845303
1989-05-01,,0.267731,0.0,0.0,44.00570870395316,40328.333333333336,10103361626157.0,250523976.0,,,0.0,13.5,76.8,0.0,0.0,0.0,1482.6666666666667,1726206132760.3333,37.09024,-95.712891,11671.172680808118,USA,5.85625351689483,27.22308547846937,6.304631575314239,6.981696449188866
1989-06-01,,0.267995,0.0,0.0,44.00570870395316,40341.91666666666,10114813071562.0,250723517.0,,,0.0,18.1,88.9,0.0,0.0,0.0,1475.3333333333333,1719900413076.1667,37.09024,-95.712891,11671.172680808118,USA,5.884695500887037,27.36979600152587,6.2273905870265125,6.88708857253243
1989-07-01,,0.268081,0.0,0.0,44.00570870395316,40355.5,10126264516967.0,250923059.0,,,0.0,21.3,73.5,0.0,0.0,0.0,1468.0,1713594693392.0,37.09024,-95.712891,11671.172680808118,USA,5.913137484879245,27.51650652458237,6.150149598738787,6.792480695875993
1989-08-01,,0.267996,0.0,0.0,44.00570870395316,40369.083333333336,10137715962372.0,251122601.0,,,0.0,19.9,73.6,0.0,0.0,0.0,1460.6666666666667,1707288973707.8333,37.09024,-95.712891,11671.172680808118,USA,5.941579468871452,27.663217047638863,6.072908610451062,6.6978728192195565
1989-09-01,,0.267937,0.0,0.0,44.00570870395316,40382.66666666666,10149167407777.0,251322142.0,,,0.0,15.8,73.7,0.0,0.0,0.0,1453.3333333333333,1700983254023.6667,37.09024,-95.712891,11671.172680808118,USA,5.97002145286366,27.80992757069536,5.995667622163336,6.60326494256312
1989-10-01,,0.268042,0.0,0.0,44.00570870395316,40396.25,10160618853182.0,251521684.0,,,0.0,9.7,54.0,0.0,0.0,0.0,1446.0,1694677534339.5,37.09024,-95.712891,11671.172680808118,USA,5.998463436855867,27.956638093751856,5.918426633875611,6.508657065906683
1989-11-01,,0.267998,0.0,0.0,44.00570870395316,40409.833333333336,10172070298587.0,251721226.0,,,0.0,2.3,50.0,0.0,0.0,0.0,1438.6666666666667,1688371814655.3333,37.09024,-95.712891,11671.172680808118,USA,6.026905420848074,28.10334861680836,5.841185645587886,6.414049189250247
1989-12-01,,0.24097,0.0,0.0,44.00570870395316,40423.41666666666,10183521743992.0,251920767.0,,,0.0,-4.1,43.5,0.0,0.0,0.0,1431.3333333333333,1682066094971.1667,37.09024,-95.712891,11671.172680808118,USA,6.0553474048402816,28.25005913986485,5.76394465730016,6.31944131259381
1990-01-01,,0.21125,0.0,0.0,43.25180033725979,40437.0,10194973189397.0,252120309.0,,,0.0,-1.1,70.7,0.0,0.0,0.0,1424.0,1675760375287.0,37.09024,-95.712891,11671.172680808118,USA,6.083789388832489,28.396769662921347,5.686703669012434,6.224833435937374
1990-02-01,,0.211357,0.0,0.0,43.25180033725979,40388.66666666666,10190823207261.0,252321898.0,,,0.0,-2.1,66.3,0.0,0.0,0.0,1433.25,1688675822298.9167,37.09024,-95.712891,11671.172680808118,USA,6.038602971168132,28.1941615504032,4.401383946052311,4.936991169144942
1990-03-01,,0.211242,0.0,0.0,43.25180033725979,40340.333333333336,10186673225125.0,252523486.0,,,0.0,4.0,64.4,0.0,0.0,0.0,1442.5,1701591269310.8333,37.09024,-95.712891,11671.172680808118,USA,5.993416553503774,27.99155343788505,3.1160642230921884,3.649148902352511
1990-04-01,,0.211244,0.0,0.0,43.25180033725979,40292.0,10182523242989.0,252725074.0,,,0.0,9.0,56.9,0.0,0.0,0.0,1451.75,1714506716322.75,37.09024,-95.712891,11671.172680808118,USA,5.948230135839417,27.788945325366907,1.8307445001320657,2.36130663556008
1990-05-01,,0.211253,0.0,0.0,43.25180033725979,40243.66666666666,10178373260853.0,252926663.0,,,0.0,13.3,85.3,0.0,0.0,0.0,1461.0,1727422163334.6667,37.09024,-95.712891,11671.172680808118,USA,5.903043718175059,27.58633721284876,0.5454247771719425,1.0734643687676488
1990-06-01,,0.211243,0.0,0.0,43.25180033725979,40195.333333333336,10174223278717.0,253128252.0,,,0.0,19.1,61.0,0.0,0.0,0.0,1470.25,1740337610346.5833,37.09024,-95.712891,11671.172680808118,USA,5.857857300510702,27.38372910033061,-0.7398949457881807,-0.2143778980247823
1990-07-01,,0.211302,0.0,0.0,43.25180033725979,40147.0,10170073296581.0,253329840.0,,,0.0,21.0,73.5,0.0,0.0,0.0,1479.5,1753253057358.5,37.09024,-95.712891,11671.172680808118,USA,5.812670882846344,27.181120987812463,-2.025214668748303,-1.5022201648172135
1990-08-01,,0.211242,0.0,0.0,43.25180033725979,40098.66666666666,10165923314445.0,253531428.0,,,0.0,20.3,72.2,0.0,0.0,0.0,1488.75,1766168504370.4167,37.09024,-95.712891,11671.172680808118,USA,5.767484465181987,26.97851287529432,-3.3105343917084262,-2.7900624316096447
1990-09-01,,0.21111,0.0,0.0,43.25180033725979,40050.333333333336,10161773332309.0,253733017.0,,,0.0,17.0,60.4,0.0,0.0,0.0,1498.0,1779083951382.3333,37.09024,-95.712891,11671.172680808118,USA,5.722298047517629,26.77590476277617,-4.595854114668549,-4.077904698402076
1990-10-01,,0.211274,0.0,0.0,43.25180033725979,40002.0,10157623350173.0,253934606.0,,,0.0,9.5,72.4,0.0,0.0,0.0,1507.25,1791999398394.25,37.09024,-95.712891,11671.172680808118,USA,5.677111629853272,26.573296650258023,-5.881173837628673,-5.365746965194507
1990-11-01,,0.202081,0.0,0.0,43.25180033725979,39953.66666666666,10153473368037.0,254136194.0,,,0.0,3.2,55.0,0.0,0.0,0.0,1516.5,1804914845406.1667,37.09024,-95.712891,11671.172680808118,USA,5.631925212188914,26.37068853773988,-7.166493560588796,-6.653589231986938
1990-12-01,,0.191015,0.0,0.0,43.25180033725979,39905.333333333336,10149323385901.0,254337782.0,,,0.0,-3.4,70.1,0.0,0.0,0.0,1525.75,1817830292418.0835,37.09024,-95.712891,11671.172680808118,USA,5.586738794524557,26.16808042522173,-8.451813283548919,-7.9414314987793695
1991-01-01,,0.191096,0.0,0.0,42.485772907819126,39857.0,10145173403765.0,254539371.0,,,0.0,-4.0,57.5,0.0,0.0,0.0,1535.0,1830745739430.0,37.09024,-95.712891,11671.172680808118,USA,5.541552376860199,25.965472312703582,-9.73713300650904,-9.2292737655718
1991-02-01,,0.190965,0.0,0.0,42.485772907819126,39926.66666666666,10171211095380.166,254743641.0,,,0.0,0.7,43.7,0.0,0.0,0.0,1551.4166666666667,1852317780390.8333,37.09024,-95.712891,11671.172680808118,USA,5.496804843631427,25.759583261240792,-9.8473741079782,-9.354865757120471
1991-03-01,,0.190655,0.0,0.0,42.485772907819126,39996.333333333336,10197248786995.334,254947910.0,,,0.0,3.0,77.9,0.0,0.0,0.0,1567.8333333333333,1873889821351.6667,37.09024,-95.712891,11671.172680808118,USA,5.452057310402655,25.553694209778005,-9.957615209447358,-9.480457748669146
1991-04-01,,0.189658,0.0,0.0,42.485772907819126,40066.0,10223286478610.5,255152180.0,,,0.0,8.9,74.4,0.0,0.0,0.0,1584.25,1895461862312.5,37.09024,-95.712891,11671.172680808118,USA,5.407309777173883,25.34780515831521,-10.067856310916516,-9.606049740217818
1991-05-01,,0.187766,0.0,0.0,42.485772907819126,40135.66666666666,10249324170225.666,255356450.0,,,0.0,14.6,82.9,0.0,0.0,0.0,1600.6666666666667,1917033903273.3333,37.09024,-95.712891,11671.172680808118,USA,5.362562243945111,25.141916106852428,-10.178097412385675,-9.73164173176649
1991-06-01,,0.18632,0.0,0.0,42.485772907819126,40205.333333333336,10275361861840.834,255560720.0,,,0.0,18.7,67.5,0.0,0.0,0.0,1617.0833333333333,1938605944234.1667,37.09024,-95.712891,11671.172680808118,USA,5.3178147107163385,24.93602705538964,-10.288338513854834,-9.857233723315163
1991-07-01,,0.186243,0.0,0.0,42.485772907819126,40275.0,10301399553456.0,255764990.0,,,0.0,21.0,70.9,0.0,0.0,0.0,1633.5,1960177985195.0,37.09024,-95.712891,11671.172680808118,USA,5.273067177487567,24.730138003926847,-10.398579615323992,-9.982825714863836
1991-08-01,,0.186135,0.0,0.0,42.485772907819126,40344.66666666666,10327437245071.166,255969259.0,,,0.0,20.3,70.2,0.0,0.0,0.0,1649.9166666666667,1981750026155.8333,37.09024,-95.712891,11671.172680808118,USA,5.228319644258795,24.52424895246406,-10.508820716793153,-10.10841770641251
1991-09-01,,0.185689,0.0,0.0,42.485772907819126,40414.333333333336,10353474936686.334,256173529.0,,,0.0,16.2,67.2,0.0,0.0,0.0,1666.3333333333333,2003322067116.6667,37.09024,-95.712891,11671.172680808118,USA,5.183572111030022,24.31835990100127,-10.61906181826231,-10.234009697961184
1991-10-01,,0.185438,0.0,0.0,42.485772907819126,40484.0,10379512628301.5,256377799.0,,,0.0,9.9,57.4,0.0,0.0,0.0,1682.75,2024894108077.5,37.09024,-95.712891,11671.172680808118,USA,5.13882457780125,24.11247084953848,-10.729302919731468,-10.359601689509857
1991-11-01,,0.185487,0.0,0.0,42.485772907819126,40553.66666666666,10405550319916.666,256582068.0,,,0.0,1.5,64.2,0.0,0.0,0.0,1699.1666666666667,2046466149038.3333,37.09024,-95.712891,11671.172680808118,USA,5.094077044572478,23.90658179807569,-10.839544021200629,-10.485193681058528
1991-12-01,,0.184386,0.0,0.0,42.485772907819126,40623.333333333336,10431588011531.834,256786338.0,,,0.0,-0.9,68.0,0.0,0.0,0.0,1715.5833333333333,2068038189999.1667,37.09024,-95.712891,11671.172680808118,USA,5.049329511343706,23.7006927466129,-10.949785122669786,-10.6107856726072
1992-01-01,,0.183284,0.0,0.0,41.68603455095548,40693.0,10457625703147.0,256990608.0,,,0.0,-1.9,58.9,0.0,0.0,0.0,1732.0,2089610230960.0,37.09024,-95.712891,11671.172680808118,USA,5.004581978114934,23.494803695150114,-11.060026224138944,-10.736377664155873
1992-02-01,,0.182556,0.0,0.0,41.68603455095548,40740.66666666666,10478615601011.5,257202402.0,,,0.0,0.4,58.1,0.0,0.0,0.0,1750.1666666666667,2113486513648.9167,37.09024,-95.712891,11671.172680808118,USA,4.963127555326017,23.30036492568248,-11.080262532829266,-10.77342601863694
1992-03-01,,0.182245,0.0,0.0,41.68603455095548,40788.333333333336,10499605498876.0,257414195.0,,,0.0,3.7,59.7,0.0,0.0,0.0,1768.3333333333333,2137362796337.8333,37.09024,-95.712891,11671.172680808118,USA,4.921673132537101,23.10592615621484,-11.100498841519586,-10.81047437311801
1992-04-01,,0.181499,0.0,0.0,41.68603455095548,40836.0,10520595396740.5,257625988.0,,,0.0,8.3,49.7,0.0,0.0,0.0,1786.5,2161239079026.75,37.09024,-95.712891,11671.172680808118,USA,4.880218709748184,22.9114873867472,-11.120735150209908,-10.84752272759908
1992-05-01,,0.18125,0.0,0.0,41.68603455095548,40883.66666666666,10541585294605.0,257837782.0,,,0.0,13.5,53.4,0.0,0.0,0.0,1804.6666666666667,2185115361715.6667,37.09024,-95.712891,11671.172680808118,USA,4.838764286959267,22.717048617279563,-11.140971458900228,-10.884571082080148
1992-06-01,,0.182173,0.0,0.0,41.68603455095548,40931.333333333336,10562575192469.5,258049576.0,,,0.0,17.8,81.1,0.0,0.0,0.0,1822.8333333333333,2208991644404.5835,37.09024,-95.712891,11671.172680808118,USA,4.797309864170351,22.522609847811925,-11.16120776759055,-10.921619436561215
1992-07-01,,0.183274,0.0,0.0,41.68603455095548,40979.0,10583565090334.0,258261369.0,,,0.0,20.0,87.9,0.0,0.0,0.0,1841.0,2232867927093.5,37.09024,-95.712891,11671.172680808118,USA,4.755855441381435,22.32817107834429,-11.18144407628087,-10.958667791042286
1992-08-01,,0.183802,0.0,0.0,41.68603455095548,41026.66666666666,10604554988198.5,258473162.0,,,0.0,19.0,78.6,0.0,0.0,0.0,1859.1666666666667,2256744209782.4165,37.09024,-95.712891,11671.172680808118,USA,4.714401018592518,22.13373230887665,-11.20168038497119,-10.995716145523357
1992-09-01,,0.181817,0.0,0.0,41.68603455095548,41074.333333333336,10625544886063.0,258684956.0,,,0.0,15.2,62.5,0.0,0.0,0.0,1877.3333333333333,2280620492471.333,37.09024,-95.712891,11671.172680808118,USA,4.672946595803602,21.93929353940901,-11.221916693661512,-11.032764500004424
1992-10-01,,0.18014,0.0,0.0,41.68603455095548,41122.0,10646534783927.5,258896750.0,,,0.0,9.3,46.5,0.0,0.0,0.0,1895.5,2304496775160.25,37.09024,-95.712891,11671.172680808118,USA,4.631492173014685,21.744854769941377,-11.242153002351834,-11.069812854485493
1992-11-01,,0.177599,0.0,0.0,41.68603455095548,41169.66666666666,10667524681792.0,259108543.0,,,0.0,2.1,81.6,0.0,0.0,0.0,1913.6666666666667,2328373057849.1665,37.09024,-95.712891,11671.172680808118,USA,4.590037750225768,21.55041600047374,-11.262389311042154,-11.106861208966562
1992-12-01,,0.171933,0.0,0.0,41.68603455095548,41217.333333333336,10688514579656.5,259320336.0,,,0.0,-2.9,69.3,0.0,0.0,0.0,1931.8333333333333,2352249340538.0835,37.09024,-95.712891,11671.172680808118,USA,4.548583327436852,21.3559772310061,-11.282625619732476,-11.14390956344763
1993-01-01,,0.173047,0.0,0.0,40.88800910264197,41265.0,10709504477521.0,259532130.0,,,0.0,-3.6,82.6,0.0,0.0,0.0,1950.0,2376125623227.0,37.09024,-95.712891,11671.172680808118,USA,4.507128904647935,21.161538461538463,-11.302861928422796,-11.1809579179287
1993-02-01,,0.172595,0.0,0.0,40.88800910264197,41359.91666666666,10743717159821.334,259757886.0,,,0.0,-2.7,54.0,0.0,0.0,0.0,1969.0833333333333,2401458506703.833,37.09024,-95.712891,11671.172680808118,USA,4.477292224818506,21.0197688306798,-11.107638271277173,-10.997826535978506
1993-03-01,,0.174051,0.0,0.0,40.88800910264197,41454.833333333336,10777929842121.666,259983642.0,,,0.0,2.6,65.8,0.0,0.0,0.0,1988.1666666666667,2426791390180.6665,37.09024,-95.712891,11671.172680808118,USA,4.447455544989078,20.877999199821137,-10.912414614131544,-10.814695154028312
1993-04-01,,0.174433,0.0,0.0,40.88800910264197,41549.75,10812142524422.0,260209398.0,,,0.0,7.9,65.9,0.0,0.0,0.0,2007.25,2452124273657.5,37.09024,-95.712891,11671.172680808118,USA,4.417618865159648,20.736229568962475,-10.71719095698592,-10.63156377207812
1993-05-01,,0.174268,0.0,0.0,40.88800910264197,41644.66666666666,10846355206722.334,260435155.0,,,0.0,14.2,67.5,0.0,0.0,0.0,2026.3333333333333,2477457157134.333,37.09024,-95.712891,11671.172680808118,USA,4.387782185330219,20.59445993810381,-10.521967299840291,-10.448432390127923
1993-06-01,,0.173686,0.0,0.0,40.88800910264197,41739.583333333336,10880567889022.666,260660911.0,,,0.0,17.9,81.8,0.0,0.0,0.0,2045.4166666666667,2502790040611.1665,37.09024,-95.712891,11671.172680808118,USA,4.357945505500791,20.45269030724515,-10.326743642694666,-10.265301008177731
1993-07-01,,0.173128,0.0,0.0,40.88800910264197,41834.5,10914780571323.0,260886667.0,,,0.0,20.7,70.6,0.0,0.0,0.0,2064.5,2528122924088.0,37.09024,-95.712891,11671.172680808118,USA,4.328108825671362,20.310920676386488,-10.13151998554904,-10.082169626227536
1993-08-01,,0.172694,0.0,0.0,40.88800910264197,41929.41666666666,10948993253623.334,261112423.0,,,0.0,20.0,74.2,0.0,0.0,0.0,2083.583333333333,2553455807564.833,37.09024,-95.712891,11671.172680808118,USA,4.298272145841933,20.169151045527823,-9.936296328403415,-9.899038244277342
