Date,VisitorArrivals,FXAgainstChina,CovidCases,CovidDeaths,FSI,GDPPerCap,GDP,Population,HotelsCount,RoomsCount,TravelPolicy,Temperature,Precipitation,GlobalCovidTrend,Latitude,Longitude,DistFromChina,Country
2012-01-01,890.0,79.316767,0.0,0.0,43.5,23300.0,405436060917.0,17400359.0,4890.0,82088.0,0.0,14.3,71.3,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-02-01,934.0,76.362966,0.0,0.0,43.5,23358.916666666668,406802719757.8333,17414622.0,4947.166666666667,82593.16666666667,0.0,12.7,89.5,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-03-01,1040.0,76.93603,0.0,0.0,43.5,23417.833333333332,408169378598.6667,17428884.0,5004.333333333333,83098.33333333333,0.0,12.3,100.5,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-04-01,1154.0,77.076469,0.0,0.0,43.5,23476.75,409536037439.5,17443147.0,5061.5,83603.5,0.0,9.4,58.6,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-05-01,952.0,78.869259,0.0,0.0,43.5,23535.666666666668,410902696280.3333,17457410.0,5118.666666666667,84108.66666666667,0.0,7.6,115.8,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-06-01,893.0,79.413613,0.0,0.0,43.5,23594.583333333332,412269355121.1667,17471672.0,5175.833333333333,84613.83333333333,0.0,5.3,137.3,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-07-01,731.0,77.225433,0.0,0.0,43.5,23653.5,413636013962.0,17485935.0,5233.0,85119.0,0.0,4.5,67.2,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-08-01,1078.0,75.579592,0.0,0.0,43.5,23712.416666666668,415002672802.8333,17500198.0,5290.166666666667,85624.16666666667,0.0,6.1,81.6,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-09-01,793.0,74.975374,0.0,0.0,43.5,23771.333333333332,416369331643.6667,17514460.0,5347.333333333333,86129.33333333333,0.0,8.1,62.6,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-10-01,1060.0,75.820294,0.0,0.0,43.5,23830.25,417735990484.5,17528723.0,5404.5,86634.5,0.0,9.0,55.4,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-11-01,1375.0,77.145911,0.0,0.0,43.5,23889.166666666668,419102649325.3333,17542986.0,5461.666666666667,87139.66666666667,0.0,11.3,58.9,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2012-12-01,1188.0,76.511001,0.0,0.0,43.5,23948.083333333332,420469308166.1667,17557248.0,5518.833333333333,87644.83333333333,0.0,11.8,117.4,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-01-01,963.0,75.942593,0.0,0.0,42.3,24007.0,421835967007.0,17571511.0,5576.0,88150.0,0.0,14.3,49.0,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-02-01,871.0,75.853604,0.0,0.0,42.3,24020.833333333332,422457028994.5833,17587132.0,5613.583333333333,88744.16666666667,0.0,13.3,69.1,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-03-01,1078.0,76.040972,0.0,0.0,42.3,24034.666666666668,423078090982.1667,17602754.0,5651.166666666667,89338.33333333333,0.0,11.2,77.9,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-04-01,974.0,76.331034,0.0,0.0,42.3,24048.5,423699152969.75,17618376.0,5688.75,89932.5,0.0,10.4,56.0,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-05-01,882.0,78.21523,0.0,0.0,42.3,24062.333333333332,424320214957.3333,17633997.0,5726.333333333333,90526.66666666667,0.0,7.7,137.9,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-06-01,913.0,81.904159,0.0,0.0,42.3,24076.166666666668,424941276944.9167,17649618.0,5763.916666666667,91120.83333333333,0.0,6.5,105.5,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-07-01,769.0,82.380274,0.0,0.0,42.3,24090.0,425562338932.5,17665240.0,5801.5,91715.0,0.0,5.2,95.3,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-08-01,831.0,83.737893,0.0,0.0,42.3,24103.833333333332,426183400920.0833,17680862.0,5839.083333333333,92309.16666666667,0.0,5.0,118.6,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-09-01,751.0,82.445743,0.0,0.0,42.3,24117.666666666668,426804462907.6667,17696483.0,5876.666666666667,92903.33333333333,0.0,6.5,69.5,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-10-01,995.0,82.120304,0.0,0.0,42.3,24131.5,427425524895.25,17712104.0,5914.25,93497.5,0.0,9.5,38.3,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-11-01,1210.0,85.300486,0.0,0.0,42.3,24145.333333333332,428046586882.8333,17727726.0,5951.833333333333,94091.66666666667,0.0,10.7,57.8,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2013-12-01,1059.0,87.262905,0.0,0.0,42.3,24159.166666666668,428667648870.4167,17743348.0,5989.416666666667,94685.83333333333,0.0,13.1,58.0,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-01-01,869.0,88.927601,0.0,0.0,42.0,24173.0,429288710858.0,17758969.0,6027.0,95280.0,0.0,13.2,63.2,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-02-01,908.0,91.164067,0.0,0.0,42.0,24195.25,430112861842.1667,17776501.0,6066.166666666667,95690.25,0.0,12.5,50.6,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-03-01,1154.0,91.289635,0.0,0.0,42.0,24217.5,430937012826.3333,17794034.0,6105.333333333333,96100.5,0.0,10.9,78.2,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-04-01,1195.0,89.127546,0.0,0.0,42.0,24239.75,431761163810.5,17811566.0,6144.5,96510.75,0.0,9.1,71.3,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-05-01,857.0,89.004884,0.0,0.0,42.0,24262.0,432585314794.6667,17829098.0,6183.666666666667,96921.0,0.0,7.5,109.8,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-06-01,656.0,88.75148,0.0,0.0,42.0,24284.25,433409465778.8333,17846630.0,6222.833333333333,97331.25,0.0,5.7,137.1,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-07-01,662.0,90.118479,0.0,0.0,42.0,24306.5,434233616763.0,17864162.0,6262.0,97741.5,0.0,5.4,108.4,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-08-01,727.0,94.117421,0.0,0.0,42.0,24328.75,435057767747.1667,17881695.0,6301.166666666667,98151.75,0.0,7.0,100.1,0.0,-35.675147,-71.542969,19640.113454754402,Chile
2014-09-01,580.0,96.778715,0.0,0.0,42.0,24351.0,435881918731.3333,17899227.0,6340.333333333333,98562.0,0.0,7.8,93.1,0.0,-35.675147,-71.542969,19640.113454754402,Chile
