Date,VisitorArrivals,FXAgainstChina,CovidCases,CovidDeaths,FSI,GDPPerCap,GDP,Population,HotelsCount,RoomsCount,TravelPolicy,Temperature,Precipitation,GlobalCovidTrend,ChinaConfinementPolicy,ChinaMovementPolicy,ChinaGDPPerCap,ChinaGDP,Latitude,Longitude,DistFromChina,Country,GDPRatioChina,GDPPerCapRatioChina,GDPGrowthDiffChina,GDPPerCapGrowthDiffChina
1989-01-01,,,0.0,0.0,,23100.0,238755761127.0,10335875.0,,,0.0,0.1,16.4,0.0,0.0,0.0,1512.0,1751429011497.0,49.817492,15.472962,6984.887422466928,Czech,0.13632054714163272,15.277777777777779,6.1678812915667915,7.83818199775479
1989-02-01,,,0.0,0.0,,23140.416666666668,239183736103.91666,10336292.0,,,0.0,2.5,23.3,0.0,0.0,0.0,1504.6666666666667,1745123291812.8333,49.817492,15.472962,6984.887422466928,Czech,0.1370888993197677,15.384837962962964,6.19317623754343,7.844972907914634
1989-03-01,,,0.0,0.0,,23180.833333333332,239611711080.83334,10336709.0,,,0.0,5.8,30.2,0.0,0.0,0.0,1497.3333333333333,1738817572128.6667,49.817492,15.472962,6984.887422466928,Czech,0.13785725149790265,15.491898148148149,6.218471183520068,7.851763818074478
1989-04-01,,,0.0,0.0,,23221.25,240039686057.75,10337126.0,,,0.0,8.0,75.4,0.0,0.0,0.0,1490.0,1732511852444.5,49.817492,15.472962,6984.887422466928,Czech,0.1386256036760376,15.598958333333334,6.243766129496706,7.858554728234322
1989-05-01,,,0.0,0.0,,23261.666666666668,240467661034.66666,10337542.0,,,0.0,13.0,45.0,0.0,0.0,0.0,1482.6666666666667,1726206132760.3333,49.817492,15.472962,6984.887422466928,Czech,0.13939395585417258,15.706018518518519,6.269061075473345,7.8653456383941664
1989-06-01,,,0.0,0.0,,23302.083333333332,240895636011.58334,10337959.0,,,0.0,14.5,86.8,0.0,0.0,0.0,1475.3333333333333,1719900413076.1667,49.817492,15.472962,6984.887422466928,Czech,0.14016230803230756,15.813078703703704,6.294356021449983,7.8721365485540105
1989-07-01,,,0.0,0.0,,23342.5,241323610988.5,10338376.0,,,0.0,17.5,77.7,0.0,0.0,0.0,1468.0,1713594693392.0,49.817492,15.472962,6984.887422466928,Czech,0.1409306602104425,15.92013888888889,6.319650967426621,7.878927458713855
1989-08-01,,,0.0,0.0,,23382.916666666668,241751585965.41666,10338793.0,,,0.0,16.7,59.1,0.0,0.0,0.0,1460.6666666666667,1707288973707.8333,49.817492,15.472962,6984.887422466928,Czech,0.14169901238857746,16.027199074074076,6.344945913403259,7.885718368873699
1989-09-01,,,0.0,0.0,,23423.333333333332,242179560942.33334,10339210.0,,,0.0,13.8,50.6,0.0,0.0,0.0,1453.3333333333333,1700983254023.6667,49.817492,15.472962,6984.887422466928,Czech,0.14246736456671244,16.13425925925926,6.370240859379897,7.892509279033543
1989-10-01,,,0.0,0.0,,23463.75,242607535919.25,10339626.0,,,0.0,9.4,30.0,0.0,0.0,0.0,1446.0,1694677534339.5,49.817492,15.472962,6984.887422466928,Czech,0.14323571674484742,16.241319444444443,6.395535805356536,7.899300189193387
1989-11-01,,,0.0,0.0,,23504.166666666668,243035510896.16666,10340043.0,,,0.0,1.2,39.4,0.0,0.0,0.0,1438.6666666666667,1688371814655.3333,49.817492,15.472962,6984.887422466928,Czech,0.14400406892298237,16.34837962962963,6.420830751333174,7.906091099353231
