Date,VisitorArrivals,FXAgainstChina,CovidCases,CovidDeaths,FSI,GDPPerCap,GDP,Population,HotelsCount,RoomsCount,TravelPolicy,Temperature,Precipitation,GlobalCovidTrend,ChinaConfinementPolicy,ChinaMovementPolicy,ChinaGDPPerCap,ChinaGDP,Latitude,Longitude,DistFromChina,Country,GDPRatioChina,GDPPerCapRatioChina,GDPGrowthDiffChina,GDPPerCapGrowthDiffChina
1989-01-01,,2.212141,0.0,0.0,,28319.0,159896069515.0,5646276.0,,,0.0,15.5,28.3,0.0,0.0,0.0,1512.0,1751429011497.0,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09129463339101133,18.729497354497354,5.706833136146295,5.813919839684192
1989-02-01,,2.211971,0.0,0.0,,28358.916666666668,160317722099.25,5653082.0,,,0.0,16.0,2.5,0.0,0.0,0.0,1504.6666666666667,1745123291812.8333,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09188978468220454,18.853982125517707,5.855000710618032,5.955388996962462
1989-03-01,,2.213151,0.0,0.0,,28398.833333333332,160739374683.5,5659887.0,,,0.0,18.3,56.5,0.0,0.0,0.0,1497.3333333333333,1738817572128.6667,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09248493597339776,18.97846689653806,6.003168285089769,6.096858154240732
1989-04-01,,2.208777,0.0,0.0,,28438.75,161161027267.75,5666692.0,,,0.0,22.3,225.6,0.0,0.0,0.0,1490.0,1732511852444.5,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09308008726459097,19.102951667558408,6.151335859561507,6.2383273115190025
1989-05-01,,2.199792,0.0,0.0,,28478.666666666668,161582679852.0,5673498.0,,,0.0,25.3,575.0,0.0,0.0,0.0,1482.6666666666667,1726206132760.3333,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09367523855578419,19.22743643857876,6.299503434033244,6.379796468797274
1989-06-01,,2.211494,0.0,0.0,,28518.583333333332,162004332436.25,5680304.0,,,0.0,27.8,157.9,0.0,0.0,0.0,1475.3333333333333,1719900413076.1667,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.0942703898469774,19.351921209599112,6.447671008504981,6.521265626075544
1989-07-01,,2.213457,0.0,0.0,,28558.5,162425985020.5,5687109.0,,,0.0,28.8,286.3,0.0,0.0,0.0,1468.0,1713594693392.0,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09486554113817061,19.476405980619464,6.595838582976718,6.662734783353814
1989-08-01,,2.214497,0.0,0.0,,28598.416666666668,162847637604.75,5693914.0,,,0.0,28.8,234.4,0.0,0.0,0.0,1460.6666666666667,1707288973707.8333,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09546069242936382,19.600890751639817,6.744006157448456,6.8042039406320844
1989-09-01,,2.174002,0.0,0.0,,28638.333333333332,163269290189.0,5700720.0,,,0.0,27.9,204.6,0.0,0.0,0.0,1453.3333333333333,1700983254023.6667,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09605584372055703,19.72537552266017,6.8921737319201934,6.945673097910355
1989-10-01,,2.088345,0.0,0.0,,28678.25,163690942773.25,5707526.0,,,0.0,25.1,24.8,0.0,0.0,0.0,1446.0,1694677534339.5,22.396428,114.109497,1774.6997744818912,Hong Kong SAR,0.09665099501175026,19.84986029368052,7.04034130639193,7.087142255188626
