Date,VisitorArrivals,FXAgainstChina,CovidCases,CovidDeaths,FSI,GDPPerCap,GDP,Population,HotelsCount,RoomsCount,TravelPolicy,Temperature,Precipitation,GlobalCovidTrend,Latitude,Longitude,DistFromChina,Country
2002-01-01,6088.0,0.193499,0.0,0.0,,38169.0,1190046321998.0,31178260.0,,,0.0,-20.8,29.0,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-02-01,4356.0,0.192905,0.0,0.0,,38260.583333333336,1193915735105.0833,31204076.0,,,0.0,-20.8,29.3,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-03-01,5008.0,0.191949,0.0,0.0,,38352.166666666664,1197785148212.1667,31229891.0,,,0.0,-18.4,33.8,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-04-01,5841.0,0.191221,0.0,0.0,,38443.75,1201654561319.25,31255706.0,,,0.0,-9.3,32.2,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-05-01,7042.0,0.187395,0.0,0.0,,38535.333333333336,1205523974426.3333,31281522.0,,,0.0,-0.2,38.6,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-06-01,9956.0,0.185141,0.0,0.0,,38626.916666666664,1209393387533.4167,31307338.0,,,0.0,9.0,54.7,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-07-01,12345.0,0.186723,0.0,0.0,,38718.5,1213262800640.5,31333153.0,,,0.0,12.7,66.5,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-08-01,12773.0,0.189626,0.0,0.0,,38810.083333333336,1217132213747.5833,31358968.0,,,0.0,11.0,63.5,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-09-01,11059.0,0.190291,0.0,0.0,,38901.666666666664,1221001626854.6667,31384784.0,,,0.0,6.2,59.0,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-10-01,8212.0,0.190798,0.0,0.0,,38993.25,1224871039961.75,31410600.0,,,0.0,-2.8,45.7,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-11-01,6905.0,0.190011,0.0,0.0,,39084.833333333336,1228740453068.8333,31436415.0,,,0.0,-10.3,42.3,0.0,56.130366,-106.346771,9409.57974186653,Canada
2002-12-01,6557.0,0.188518,0.0,0.0,,39176.416666666664,1232609866175.9167,31462230.0,,,0.0,-14.6,36.0,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-01-01,6304.0,0.186316,0.0,0.0,,39268.0,1236479279283.0,31488046.0,,363628.0,0.0,-19.9,32.9,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-02-01,5042.0,0.182949,0.0,0.0,,39364.5,1240621035904.9167,31515333.0,,364806.5833333333,0.0,-22.8,26.7,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-03-01,4710.0,0.178401,0.0,0.0,,39461.0,1244762792526.8333,31542620.0,,365985.1666666667,0.0,-17.5,37.0,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-04-01,4815.0,0.176705,0.0,0.0,,39557.5,1248904549148.75,31569907.0,,367163.75,0.0,-7.3,30.8,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-05-01,2932.0,0.167238,0.0,0.0,,39654.0,1253046305770.6667,31597194.0,,368342.3333333333,0.0,2.3,37.5,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-06-01,5248.0,0.163793,0.0,0.0,,39750.5,1257188062392.5833,31624481.0,,369520.9166666667,0.0,8.7,53.4,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-07-01,8536.0,0.166887,0.0,0.0,,39847.0,1261329819014.5,31651768.0,,370699.5,0.0,13.1,62.6,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-08-01,10974.0,0.169027,0.0,0.0,,39943.5,1265471575636.4167,31679055.0,,371878.0833333333,0.0,11.8,59.1,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-09-01,8552.0,0.165239,0.0,0.0,,40040.0,1269613332258.3333,31706342.0,,373056.6666666667,0.0,6.3,58.0,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-10-01,6815.0,0.160188,0.0,0.0,,40136.5,1273755088880.25,31733629.0,,374235.25,0.0,-0.4,59.2,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-11-01,5966.0,0.158744,0.0,0.0,,40233.0,1277896845502.1667,31760916.0,,375413.8333333333,0.0,-11.1,44.9,0.0,56.130366,-106.346771,9409.57974186653,Canada
2003-12-01,6581.0,0.158761,0.0,0.0,,40329.5,1282038602124.0833,31788203.0,,376592.4166666667,0.0,-15.8,39.9,0.0,56.130366,-106.346771,9409.57974186653,Canada
2004-01-01,5743.0,0.156721,0.0,0.0,,40426.0,1286180358746.0,31815490.0,,377771.0,0.0,-24.4,35.8,0.0,56.130366,-106.346771,9409.57974186653,Canada
2004-02-01,4901.0,0.160809,0.0,0.0,,40561.083333333336,1291699385012.6667,31844559.0,,,0.0,-19.3,23.6,0.0,56.130366,-106.346771,9409.57974186653,Canada
2004-03-01,5671.0,0.16088,0.0,0.0,,40696.166666666664,1297218411279.3333,31873627.0,,,0.0,-16.3,32.4,0.0,56.130366,-106.346771,9409.57974186653,Canada
2004-04-01,6086.0,0.162136,0.0,0.0,,40831.25,1302737437546.0,31902696.0,,,0.0,-7.1,32.3,0.0,56.130366,-106.346771,9409.57974186653,Canada
