Date,VisitorArrivals,FXAgainstChina,CovidCases,CovidDeaths,FSI,GDPPerCap,GDP,Population,HotelsCount,RoomsCount,TravelPolicy,Temperature,Precipitation,GlobalCovidTrend,ChinaConfinementPolicy,ChinaMovementPolicy,ChinaGDPPerCap,ChinaGDP,Latitude,Longitude,DistFromChina,Country,GDPRatioChina,GDPPerCapRatioChina,GDPGrowthDiffChina,GDPPerCapGrowthDiffChina
1989-01-01,1660.0,0.308221,0.0,0.0,,31082.0,519500028539.0,16713989.0,,,0.0,27.4,49.9,0.0,0.0,0.0,1512.0,1751429011497.0,-25.274398,133.775136,7447.67920338422,Australia,0.2966149499230731,20.556878306878307,7.548503538930122,7.6385269425983635
1989-02-01,3090.0,0.314071,0.0,0.0,,31076.5,520046443979.5,16734540.0,,,0.0,27.5,52.9,0.0,0.0,0.0,1504.6666666666667,1745123291812.8333,-25.274398,133.775136,7447.67920338422,Australia,0.2980571526416056,20.65888002100549,7.384675443778145,7.469296720043741
1989-03-01,2570.0,0.328089,0.0,0.0,,31071.0,520592859420.0,16755091.0,,,0.0,25.3,105.7,0.0,0.0,0.0,1497.3333333333333,1738817572128.6667,-25.274398,133.775136,7447.67920338422,Australia,0.29949935536013816,20.76088173513267,7.220847348626169,7.3000664974891185
1989-04-01,1580.0,0.333576,0.0,0.0,,31065.5,521139274860.5,16775642.0,,,0.0,22.3,72.3,0.0,0.0,0.0,1490.0,1732511852444.5,-25.274398,133.775136,7447.67920338422,Australia,0.30094155807867073,20.862883449259854,7.057019253474192,7.130836274934497
1989-05-01,1850.0,0.347097,0.0,0.0,,31060.0,521685690301.0,16796193.0,,,0.0,19.0,51.5,0.0,0.0,0.0,1482.6666666666667,1726206132760.3333,-25.274398,133.775136,7447.67920338422,Australia,0.30238376079720325,20.964885163387034,6.893191158322216,6.961606052379874
1989-06-01,1920.0,0.354518,0.0,0.0,,31054.5,522232105741.5,16816744.0,,,0.0,14.3,40.8,0.0,0.0,0.0,1475.3333333333333,1719900413076.1667,-25.274398,133.775136,7447.67920338422,Australia,0.30382596351573576,21.066886877514218,6.729363063170239,6.792375829825252
1989-07-01,1100.0,0.354053,0.0,0.0,,31049.0,522778521182.0,16837294.0,,,0.0,14.0,26.3,0.0,0.0,0.0,1468.0,1713594693392.0,-25.274398,133.775136,7447.67920338422,Australia,0.30526816623426833,21.168888591641398,6.565534968018262,6.623145607270629
1989-08-01,1220.0,0.351046,0.0,0.0,,31043.5,523324936622.5,16857845.0,,,0.0,14.8,13.8,0.0,0.0,0.0,1460.6666666666667,1707288973707.8333,-25.274398,133.775136,7447.67920338422,Australia,0.3067103689528009,21.27089030576858,6.401706872866286,6.453915384716007
1989-09-01,1100.0,0.347167,0.0,0.0,,31038.0,523871352063.0,16878396.0,,,0.0,19.5,8.1,0.0,0.0,0.0,1453.3333333333333,1700983254023.6667,-25.274398,133.775136,7447.67920338422,Australia,0.3081525716713334,21.372892019895765,6.237878777714309,6.284685162161384
1989-10-01,1250.0,0.346009,0.0,0.0,,31032.5,524417767503.5,16898947.0,,,0.0,22.9,24.2,0.0,0.0,0.0,1446.0,1694677534339.5,-25.274398,133.775136,7447.67920338422,Australia,0.30959477438986593,21.474893734022945,6.074050682562333,6.115454939606762
